name,height_cm,reach_in,stance,DOB
Lina Lansberg,170.18,65.0,Orthodox,1982-03-13
Lisa Ellis,162.56,,,1982-11-15
Liudvik Sholinian,177.8,71.0,Orthodox,1990-01-20
Livinha Souza,160.02,63.0,Orthodox,1991-03-11
Liz Carmouche,167.64,66.0,Orthodox,1984-02-19
Lodune Sincaid,175.26,,Orthodox,1973-05-07
Logan Clark,187.96,,Orthodox,1985-02-16
Loik Radzhabov,180.34,69.0,Orthodox,1990-09-17
Loma Lookboonmee,154.94,61.0,Orthodox,1996-01-18
Lone'er Kavanagh,167.64,67.0,Orthodox,1999-06-09
Loopy Godinez,157.48,61.0,Orthodox,1993-09-06
Lorenz Larkin,180.34,72.0,Orthodox,1986-09-03
Louie Sutherland,190.5,76.0,Orthodox,1994-02-08
Louis Cosce,175.26,71.0,Orthodox,1995-08-27
Louis Gaudinot,160.02,63.0,Orthodox,1984-08-28
Louis Smolka,175.26,68.0,Orthodox,1991-07-16
Luan Chagas,182.88,75.0,Orthodox,1993-06-17
Luan Lacerda,170.18,71.0,Orthodox,1993-01-07
Luana Carolina,167.64,69.0,Orthodox,1993-06-11
Luana Pinheiro,157.48,62.0,Orthodox,1992-11-18
Luana Santos,167.64,67.0,Orthodox,2000-04-16
Lucas Alexander,180.34,73.0,Orthodox,1995-07-28
Lucas Almeida,180.34,71.0,Orthodox,1991-01-31
Lucas Martins,182.88,72.0,Southpaw,1988-11-11
Lucas Rocha,160.02,64.0,Orthodox,2000-08-12
Lucie Pudilova,172.72,67.0,Orthodox,1994-06-13
Lucio Linhares,187.96,,Orthodox,1973-12-08
Ludovit Klein,170.18,72.0,Southpaw,1995-02-22
Luigi Fioravanti,172.72,70.0,Orthodox,1981-01-22
Luigi Vendramini,172.72,73.0,Orthodox,1996-01-16
Luis Gurule,165.1,64.0,Orthodox,1993-11-16
Luis Henrique,187.96,74.0,Orthodox,1993-08-21
Luis Pajuelo,177.8,69.0,Orthodox,1994-12-18
Luis Pena,190.5,75.0,Southpaw,1993-07-05
Luis Ramos,172.72,,Orthodox,1981-01-18
Luis Saldana,180.34,73.0,Orthodox,1991-01-27
Luiz Cane,187.96,77.0,Southpaw,1981-04-24
Luiz Dutra,180.34,,Orthodox,1982-05-06
Lukasz Brzeski,190.5,78.0,Orthodox,1992-05-17
Lukasz Sajewski,172.72,71.0,Orthodox,1990-11-27
Luke Barnatt,198.12,77.0,Orthodox,1988-04-13
Luke Caudillo,170.18,,Orthodox,1980-11-30
Luke Cummo,182.88,74.0,Orthodox,1980-04-27
Luke Jumeau,180.34,72.0,Orthodox,1988-02-12
Luke Riley,175.26,69.0,Orthodox,1999-06-30
Luke Rockhold,190.5,77.0,Southpaw,1984-10-17
Luke Sanders,167.64,67.0,Southpaw,1985-12-12
Luke Zachrich,187.96,74.0,Orthodox,1981-12-19
Lyman Good,182.88,74.0,Orthodox,1985-05-26
Lyoto Machida,185.42,74.0,Southpaw,1978-05-30
Mac Danzig,172.72,70.0,Orthodox,1980-01-02
Maciej Jewtuszko,182.88,,Southpaw,1981-01-31
Mackens Semerzier,175.26,72.0,Orthodox,1980-11-03
Mackenzie Dern,162.56,63.0,Orthodox,1993-03-24
Macy Chiasson,180.34,72.0,Orthodox,1991-07-27
Mads Burnell,172.72,69.0,Orthodox,1994-03-06
Magnus Cedenblad,195.58,79.0,Orthodox,1982-04-10
Magomed Ankalaev,190.5,75.0,Orthodox,1992-06-02
Magomed Gadzhiyasulov,187.96,75.0,Orthodox,1993-11-04
Magomed Mustafaev,172.72,71.0,Orthodox,1988-08-02
Maheshate,182.88,71.0,Orthodox,1999-12-01
Maia Stevenson,162.56,62.0,Orthodox,1982-03-19
Maiquel Falcao,180.34,,Orthodox,1981-03-08
Mairbek Taisumov,175.26,73.0,Orthodox,1988-08-08
Mairon Santos,170.18,72.0,Orthodox,2000-06-10
Makhmud Muradov,187.96,75.0,Orthodox,1990-02-08
Maki Pitolo,177.8,75.0,Orthodox,1990-11-24
Makwan Amirkhani,177.8,72.0,Southpaw,1988-11-08
Malcolm Gordon,170.18,71.0,Switch,1990-05-19
Malcolm Wellmaker,177.8,71.0,Switch,1994-06-04
Mallory Martin,162.56,63.0,Orthodox,1994-01-29
Mana Martinez,177.8,70.0,Orthodox,1996-03-25
Mandy Bohm,170.18,71.0,Orthodox,1989-07-30
Manel Kape,165.1,68.0,Southpaw,1993-11-14
Manny Bermudez,177.8,71.0,Orthodox,1994-07-16
Manolo Zecchini,172.72,68.0,Orthodox,1996-10-22
Manon Fiorot,170.18,65.0,Orthodox,1990-02-17
Mansur Abdul-Malik,187.96,80.0,Orthodox,1997-10-07
Manuel Rodriguez,175.26,,Orthodox,1985-04-25
Manuel Torres,177.8,73.0,Switch,1995-03-25
Manvel Gamburyan,165.1,67.0,Orthodox,1981-05-08
MarQuel Mederos,177.8,69.0,Orthodox,1996-11-30
Mara Romero Borella,167.64,69.0,Orthodox,1986-06-03
Marc Diakiese,177.8,73.0,Orthodox,1993-03-16
Marc-Andre Barriault,185.42,74.0,Orthodox,1990-02-18
Marcel Fortuna,185.42,74.0,Orthodox,1985-10-22
Marcelo Golm,190.5,75.0,Orthodox,1992-09-15
Marcelo Guimaraes,182.88,73.0,Orthodox,1983-06-25
Marcelo Rojo,172.72,71.0,Orthodox,1988-07-02
Marcin Bandel,177.8,,Orthodox,1989-10-10
Marcin Held,175.26,71.0,Orthodox,1992-01-18
Marcin Prachnio,190.5,73.0,Orthodox,1988-07-14
Marcin Tybura,190.5,78.0,Orthodox,1985-11-09
Marcin Wrzosek,175.26,,,1987-10-14
Marcio Alexandre Junior,182.88,75.0,Southpaw,1989-05-05
Marcio Cruz,193.04,,Orthodox,1978-04-24
Marco Beltran,172.72,69.0,Orthodox,1986-05-18
Marco Polo Reyes,180.34,71.0,Orthodox,1984-11-07
Marco Tulio,182.88,74.0,Orthodox,1994-06-13
Marcos Mariano,185.42,76.0,Switch,1986-10-12
Marcos Rogerio de Lima,185.42,75.0,Orthodox,1985-06-25
Marcos Vinicius,175.26,,Orthodox,1979-12-05
Marcus Aurelio,177.8,74.0,Orthodox,1973-08-18
Marcus Brimage,162.56,71.0,Southpaw,1985-04-06
Marcus Buchecha,187.96,77.0,Orthodox,1990-01-08
Marcus Davis,177.8,70.0,Southpaw,1973-08-24
Marcus Jones,198.12,,Orthodox,1973-08-15
Marcus LeVesseur,175.26,70.0,Southpaw,1982-07-17
Marcus McGhee,172.72,69.0,Orthodox,1990-05-07
Marek Bujlo,193.04,77.0,Orthodox,1992-10-10
Maria Oliveira,167.64,69.0,Orthodox,1996-12-12
Marina Rodriguez,167.64,65.0,Orthodox,1987-04-29
Mario Bautista,175.26,69.0,Switch,1993-07-01
Mario Miranda,190.5,74.0,Orthodox,1979-07-12
Mario Neto,182.88,,Orthodox,
Mario Pinto,195.58,79.0,Orthodox,1998-03-14
Marion Reneau,167.64,68.0,Orthodox,1977-06-20
Mariya Agapova,167.64,68.0,Southpaw,1997-04-07
Mark Bocek,172.72,75.0,Orthodox,1981-10-24
Mark Choinski,172.72,69.0,Orthodox,1995-10-22
Mark Coleman,185.42,75.0,Orthodox,1964-12-20
Mark De La Rosa,167.64,65.0,Orthodox,1994-08-31
Mark Eddiva,172.72,68.0,Orthodox,1986-02-16
Mark Godbeer,193.04,77.0,Orthodox,1983-11-22
Mark Holst,182.88,,Orthodox,1985-08-14
Mark Hominick,172.72,68.0,Orthodox,1982-07-22
Mark Hunt,177.8,72.0,Orthodox,1974-03-23
Mark Madsen,172.72,72.0,Orthodox,1984-09-23
Mark Munoz,182.88,71.0,Orthodox,1978-02-09
Mark Scanlon,175.26,,Orthodox,
Mark Striegl,172.72,70.0,Southpaw,1988-06-23
Mark Weir,187.96,,Southpaw,1967-09-19
Markus Perez,185.42,73.0,Orthodox,1988-06-22
Marlon Moraes,167.64,67.0,Orthodox,1988-04-26
Marlon Vera,172.72,70.0,Switch,1992-12-02
Marnic Mann,152.4,64.0,Southpaw,1993-03-05
Martin Bravo,172.72,71.0,Southpaw,1993-09-21
Martin Buday,193.04,77.0,Orthodox,1991-11-11
Martin Day,177.8,73.0,Orthodox,1988-11-10
Martin Kampmann,182.88,72.0,Orthodox,1982-04-17
Martin Sano,180.34,75.0,Orthodox,1991-05-30
Martin Svensson,185.42,,,1985-04-25
Marvin Eastman,175.26,73.0,Orthodox,1971-06-08
Marvin Vettori,182.88,74.0,Southpaw,1993-09-20
Maryna Moroz,170.18,67.0,Orthodox,1991-09-08
Masanori Kanehara,170.18,67.0,Orthodox,1982-11-19
Masio Fullen,177.8,70.0,Orthodox,1986-10-06
Mason Jones,177.8,74.0,Orthodox,1995-04-26
Mateus Mendonca,167.64,71.0,Orthodox,1999-01-17
Mateusz Gamrot,177.8,70.0,Southpaw,1990-12-11
Mateusz Rebecki,170.18,66.0,Southpaw,1992-10-03
Matheus Camilo,177.8,69.0,Orthodox,2001-01-02
Matheus Nicolau,167.64,66.0,Orthodox,1993-01-06
Mats Nilsson,185.42,,Orthodox,1983-12-05
Matt Arroyo,177.8,72.0,Orthodox,1982-09-01
Matt Bessette,177.8,70.0,Orthodox,1984-12-28
Matt Brown,182.88,75.0,Orthodox,1981-01-10
Matt Dwyer,193.04,76.0,Orthodox,1989-12-17
Matt Frevola,175.26,71.0,Orthodox,1990-06-11
Matt Grice,172.72,70.0,Orthodox,1981-07-29
Matt Hamill,185.42,76.0,Orthodox,1976-10-05
Matt Hobar,177.8,70.0,Southpaw,1987-01-07
Matt Horwich,185.42,,Orthodox,1978-10-02
Matt Hughes,175.26,73.0,Switch,1973-10-13
Matt Lindland,182.88,74.0,Southpaw,1970-05-17
Matt Lucas,185.42,,,1973-12-27
Matt Mitrione,190.5,82.0,Switch,1978-07-15
Matt Sayles,170.18,68.0,Orthodox,1994-02-21
Matt Schnell,172.72,70.0,Orthodox,1990-01-15
Matt Serra,167.64,68.0,Orthodox,1974-06-02
Matt Van Buren,195.58,,,1986-06-12
Matt Veach,180.34,,Orthodox,1981-05-31
Matt Wiman,177.8,68.0,Orthodox,1983-09-19
Matthew Lopez,170.18,69.0,Southpaw,1987-01-21
Matthew Riddle,185.42,76.0,Southpaw,1986-01-14
Matthew Semelsberger,185.42,75.0,Switch,1992-11-23
Maurice Greene,200.66,80.0,Orthodox,1986-07-05
Mauricio Rua,185.42,76.0,Orthodox,1981-11-25
Mauricio Ruffy,180.34,75.0,Orthodox,1996-06-17
Max Gimenis,187.96,75.0,Orthodox,1993-04-14
Max Griffin,180.34,76.0,Orthodox,1985-11-29
Max Holloway,180.34,69.0,Orthodox,1991-12-04
Max Rohskopf,185.42,71.0,Orthodox,1994-09-27
Maxim Grishin,190.5,78.0,Orthodox,1984-05-02
Maximo Blanco,172.72,71.0,Orthodox,1983-10-16
Maycee Barber,165.1,65.0,Switch,1998-05-18
Mayra Bueno Silva,167.64,66.0,Orthodox,1991-08-22
Megan Anderson,182.88,72.0,Orthodox,1990-02-11
Mehdi Baghdad,185.42,,Orthodox,1985-04-13
Melinda Fabian,167.64,66.0,Orthodox,1987-06-25
Melissa Croden,175.26,68.0,Orthodox,1991-04-12
Melissa Gatto,165.1,69.0,Orthodox,1996-05-02
Melissa Martinez,157.48,66.0,Southpaw,1997-08-18
Melissa Mullins,170.18,68.0,Orthodox,1991-07-23
Melquizael Costa,177.8,71.0,Southpaw,1996-09-14
Melsik Baghdasaryan,175.26,70.0,Southpaw,1992-01-28
Melvin Guillard,175.26,71.0,Orthodox,1983-03-30
Merab Dvalishvili,167.64,68.0,Orthodox,1991-01-10
Michael Aswell Jr.,172.72,69.0,Orthodox,2000-09-27
Michael Bisping,185.42,75.0,Orthodox,1979-02-28
Michael Chandler,172.72,71.0,Orthodox,1986-04-24
Michael Chiesa,185.42,75.0,Southpaw,1987-12-07
Michael Graves,177.8,71.0,Orthodox,1991-01-08
Michael Johnson,177.8,73.0,Southpaw,1986-06-04
Michael Kuiper,182.88,73.0,Orthodox,1989-06-07
Michael McBride,185.42,,Orthodox,1986-03-09
Michael McDonald,175.26,70.0,Orthodox,1991-01-15
Michael Morales,182.88,79.0,Orthodox,1999-06-24
Michael Page,190.5,79.0,Switch,1987-04-07
Michael Patt,182.88,,Orthodox,
Michael Trizano,180.34,71.0,Orthodox,1991-12-31
Michal Figlak,177.8,70.0,Orthodox,1996-08-15
Michal Oleksiejczuk,182.88,74.0,Southpaw,1995-02-22
Micheal Gillmore,180.34,72.0,Orthodox,1987-03-28
Michel Batista,190.5,,Orthodox,1984-04-20
Michel Pereira,185.42,73.0,Orthodox,1993-10-06
Michel Prazeres,167.64,67.0,Orthodox,1981-07-25
Michel Quinones,177.8,73.0,Orthodox,1984-12-22
Michelle Montague,175.26,68.0,Southpaw,1993-11-25
Michelle Waterson-Gomez,160.02,62.0,Orthodox,1986-01-06
Michihiro Omigawa,167.64,68.0,Orthodox,1975-12-19
Michinori Tanaka,165.1,67.0,Orthodox,1990-10-04
Mick Parkin,193.04,79.0,Orthodox,1995-10-02
Mickael Lebout,180.34,73.0,Orthodox,1987-08-16
Mickey Gall,187.96,74.0,Switch,1992-01-22
Miesha Tate,167.64,65.0,Orthodox,1986-08-18
Miguel Baeza,187.96,74.0,Orthodox,1992-08-23
Miguel Torres,175.26,76.0,Orthodox,1981-01-18
Mike Breeden,177.8,70.0,Orthodox,1989-04-21
Mike Brown,167.64,70.0,Orthodox,1975-09-08
Mike Ciesnolevicz,182.88,,Orthodox,1979-10-28
Mike Davis,182.88,72.0,Orthodox,1992-10-07
Mike Easton,167.64,70.0,Southpaw,1984-01-25
Mike Grundy,170.18,72.0,Orthodox,1987-01-03
Mike Guymon,182.88,74.0,Orthodox,1974-09-17
Mike Jackson,187.96,74.0,Orthodox,1985-03-22
Mike King,190.5,,,1983-08-04
Mike Kyle,193.04,77.0,Orthodox,1980-03-31
Mike Lullo,172.72,,Orthodox,1979-07-24
Mike Malott,185.42,73.0,Orthodox,1991-11-07
Mike Massenzio,187.96,73.0,Southpaw,1982-11-01
Mike Nickels,193.04,,Orthodox,1971-12-13
Mike Perry,177.8,71.0,Orthodox,1991-09-15
Mike Pierce,172.72,71.0,Orthodox,1980-09-01
Mike Pyle,182.88,74.0,Orthodox,1975-09-18
Mike Rhodes,185.42,74.0,Orthodox,1989-12-04
Mike Ricci,182.88,76.0,Southpaw,1986-03-18
Mike Rio,177.8,70.0,Orthodox,1981-07-06
Mike Rodriguez,193.04,82.0,Southpaw,1988-11-28
Mike Russow,185.42,73.0,Orthodox,1976-09-11
Mike Santiago,177.8,69.0,Orthodox,1989-07-28
Mike Stumpf,177.8,,,1986-08-01
Mike Swick,185.42,77.0,Orthodox,1979-06-19
Mike Wessel,182.88,,Orthodox,1977-12-02
Mike Whitehead,185.42,,Orthodox,1981-06-29
Mike Wilkinson,170.18,66.0,Orthodox,1987-09-15
Mike de la Torre,180.34,71.0,Orthodox,1986-09-22
Mike van Arsdale,187.96,,Switch,1965-06-20
Milana Dudieva,160.02,,Orthodox,1989-08-04
Miles Johns,170.18,68.0,Orthodox,1994-03-30
Milton Vieira,182.88,,Orthodox,1978-10-04
Miranda Granger,170.18,68.0,Orthodox,1992-04-13
Miranda Maverick,160.02,65.0,Southpaw,1997-07-01
Mirko Filipovic,187.96,73.0,Southpaw,1974-09-10
Mirsad Bektic,172.72,70.0,Orthodox,1991-02-16
Misha Cirkunov,190.5,77.0,Orthodox,1987-02-27
Mitch Clarke,177.8,73.0,Orthodox,1985-11-24
Mitch Gagnon,165.1,65.0,Southpaw,1984-10-10
Mitch Ramirez,180.34,71.0,Orthodox,1992-11-03
Mitch Raposo,165.1,64.0,Switch,1998-10-16
Mizuki,160.02,65.0,Orthodox,1994-08-19
Mizuto Hirota,170.18,67.0,Orthodox,1981-05-05
Modestas Bukauskas,190.5,76.0,Switch,1994-02-10
Mohammad Yahya,175.26,73.0,Switch,1994-05-23
Mohammed Usman,187.96,79.0,Orthodox,1989-04-01
Molly McCann,162.56,62.0,Orthodox,1990-05-04
Montana De La Rosa,170.18,68.0,Orthodox,1995-02-14
Montel Jackson,177.8,75.0,Southpaw,1992-04-24
Montse Rendon,172.72,68.0,Orthodox,1989-03-16
Montserrat Conejo Ruiz,152.4,61.0,Southpaw,1993-02-03
Morgan Charriere,172.72,69.0,Orthodox,1995-10-26
Mostapha Al-Turk,187.96,77.0,Orthodox,1973-07-14
Motonobu Tezuka,170.18,,Southpaw,1987-08-29
Mounir Lazzez,185.42,76.0,Orthodox,1987-11-16
Movsar Evloev,170.18,72.0,Orthodox,1994-02-11
Muhammad Mokaev,170.18,70.0,Orthodox,2000-07-30
Muhammad Naimov,175.26,70.0,Orthodox,1994-08-07
Muin Gafurov,170.18,68.0,Orthodox,1996-05-17
Murilo Bustamante,187.96,,Orthodox,1966-07-30
Muslim Salikhov,180.34,70.0,Orthodox,1984-06-09
Myktybek Orolbai,177.8,74.0,Orthodox,1998-02-10
Myles Jury,177.8,73.0,Orthodox,1988-10-31
Nad Narimani,172.72,70.0,Orthodox,1987-04-14
Nadia Kassem,165.1,66.0,Southpaw,1995-11-15
Nah-Shon Burrell,180.34,,Orthodox,1990-02-05
Nam Phan,167.64,70.0,Orthodox,1983-03-13
Nandor Guelmino,190.5,,,1975-12-20
Naoki Inoue,175.26,71.0,Orthodox,1997-06-14
Naoyuki Kotani,172.72,66.0,Southpaw,1981-12-08
Nasrat Haqparast,177.8,72.0,Southpaw,1995-08-22
Nassourdine Imavov,190.5,75.0,Orthodox,1996-03-01
Natalia Silva,162.56,65.0,Southpaw,1997-02-03
Natan Levy,175.26,71.0,Southpaw,1991-09-30
Nate Diaz,182.88,76.0,Southpaw,1985-04-16
Nate Landwehr,175.26,72.0,Orthodox,1988-06-06
Nate Loughran,187.96,,Orthodox,1980-07-28
Nate Maness,177.8,72.0,Orthodox,1991-06-27
Nate Marquardt,182.88,74.0,Orthodox,1979-04-20
Nate Mohr,175.26,72.0,Orthodox,1983-03-03
Nate Quarry,182.88,72.0,Open Stance,1972-03-18
Nathan Coy,177.8,69.0,Southpaw,1978-07-24
Nathan Fletcher,170.18,70.0,Orthodox,1998-01-03
Nathaniel Wood,167.64,69.0,Orthodox,1993-05-08
Navajo Stirling,193.04,79.0,Orthodox,1997-11-07
Nazareno Malegarie,172.72,,,1986-05-16
Nazim Sadykhov,177.8,69.0,Southpaw,1994-05-16
Neil Grove,198.12,,Orthodox,1971-01-18
Neil Magny,190.5,80.0,Orthodox,1987-08-03
Neil Seery,162.56,64.0,Orthodox,1979-08-30
Neil Wain,177.8,,Orthodox,
Nicco Montano,165.1,65.0,Southpaw,1988-12-16
Nicholas Musoke,182.88,75.0,Orthodox,1986-04-05
Nick Agallar,172.72,,Orthodox,1979-01-13
Nick Aguirre,175.26,74.0,Southpaw,1996-01-15
Nick Catone,182.88,72.0,Southpaw,1981-09-01
Nick Denis,170.18,,Orthodox,1983-10-11
Nick Diaz,185.42,76.0,Southpaw,1983-08-02
Nick Fiore,177.8,72.0,Orthodox,1997-12-10
Nick Hein,167.64,66.0,Southpaw,1984-04-24
Nick Klein,185.42,77.0,Orthodox,1995-09-08
Nick Maximov,182.88,76.0,Southpaw,1997-12-23
Nick Osipczak,187.96,76.0,Orthodox,1984-12-30
Nick Pace,170.18,68.0,Orthodox,1987-04-17
Nick Penner,193.04,,Southpaw,1980-03-26
Nick Ring,182.88,74.0,Southpaw,1979-02-10
Nick Roehrick,187.96,,Orthodox,1987-07-06
Nick Serra,175.26,,Orthodox,1978-03-27
Nick Thompson,185.42,74.0,Orthodox,1981-06-23
Nicolae Negumereanu,182.88,78.0,Orthodox,1994-09-04
Nicolas Dalby,180.34,74.0,Orthodox,1984-11-16
Nicolle Caliari,160.02,62.0,Orthodox,1996-11-04
Nik Lentz,172.72,68.0,Orthodox,1984-08-13
Nikita Krylov,190.5,77.0,Orthodox,1992-03-07
Niklas Backstrom,185.42,,Orthodox,1989-08-22
Niklas Stolze,185.42,74.0,Switch,1992-12-28
Niko Price,182.88,76.0,Orthodox,1989-09-29
Nikolas Motta,175.26,70.0,Orthodox,1993-02-08
Nikolay Veretennikov,185.42,74.0,Orthodox,1989-12-22
Nina Nunes,165.1,64.0,Orthodox,1985-12-03
Nissen Osterneck,187.96,,Orthodox,1981-05-01
Noad Lahat,175.26,69.0,Orthodox,1984-06-08
Nohelin Hernandez,177.8,71.0,Orthodox,1994-03-01
Nolan Ticman,167.64,,Orthodox,1988-05-17
Nora Cornolle,170.18,67.0,Orthodox,1989-12-06
Nordine Taleb,185.42,74.0,Orthodox,1981-06-10
Norifumi Yamamoto,162.56,66.0,Southpaw,1977-03-15
Norma Dumont,170.18,67.0,Orthodox,1990-10-01
Norman Parke,180.34,70.0,Southpaw,1986-12-22
Nursulton Ruziboev,195.58,76.0,Orthodox,1993-11-19
Nurullo Aliev,177.8,72.0,Orthodox,2000-12-08
Nyamjargal Tumendemberel,170.18,71.0,Orthodox,1998-03-22
Oban Elliott,182.88,72.0,Orthodox,1997-12-19
Ode Osbourne,170.18,73.0,Southpaw,1992-01-09
Oli Thompson,185.42,75.0,Orthodox,1980-01-02
Oliver Enkamp,182.88,77.0,Switch,1991-08-10
Olivier Aubin-Mercier,175.26,70.0,Southpaw,1989-02-23
Oluwale Bamgbose,180.34,78.0,Switch,1987-08-04
Omar Morales,180.34,73.0,Orthodox,1985-10-17
Omari Akhmedov,182.88,73.0,Orthodox,1987-10-12
Orion Cosce,180.34,71.0,Switch,1994-07-15
Oskar Piechota,182.88,76.0,Southpaw,1990-01-24
Ottman Azaitar,172.72,71.0,Switch,1990-02-20
Oumar Sy,193.04,83.0,Orthodox,1995-11-21
Ovince Saint Preux,190.5,80.0,Southpaw,1983-04-08
Ozzy Diaz,193.04,79.0,Orthodox,1990-11-22
Pablo Garza,185.42,73.0,Orthodox,1983-09-16
Paddy Holohan,177.8,69.0,Orthodox,1988-05-03
Paddy Pimblett,177.8,73.0,Orthodox,1995-01-03
Paige VanZant,162.56,65.0,Orthodox,1994-03-26
Pannie Kianzad,170.18,66.0,Orthodox,1991-12-08
Papy Abedi,180.34,,Southpaw,1978-06-30
Parker Porter,182.88,75.0,Orthodox,1985-04-22
Pascal Krauss,185.42,,Orthodox,1987-04-19
Pat Audinwood,182.88,,Orthodox,1986-04-16
Pat Barry,180.34,74.0,Orthodox,1979-07-07
Pat Healy,182.88,72.0,Orthodox,1983-07-20
Pat Miletich,177.8,,Orthodox,1968-03-09
Pat Sabatini,172.72,70.0,Orthodox,1990-11-09
Pat Schilling,172.72,,Orthodox,1988-08-28
Patchy Mix,180.34,70.0,Southpaw,1993-08-16
Patricio Freire,167.64,67.0,Orthodox,1987-07-07
Patrick Cote,180.34,75.0,Orthodox,1980-02-29
Patrick Cummins,187.96,76.0,Orthodox,1980-11-16
Patrick Walsh,180.34,,,1988-11-28
Patrick Williams,172.72,73.0,Orthodox,1981-09-07
Paul Bradley,175.26,,Orthodox,1983-06-13
Paul Buentello,187.96,77.0,Orthodox,1974-01-16
Paul Craig,190.5,76.0,Orthodox,1987-11-27
Paul Creighton,167.64,,Southpaw,1970-06-04
Paul Daley,175.26,76.0,Orthodox,1983-02-21
Paul Felder,180.34,70.0,Orthodox,1984-04-25
Paul Georgieff,187.96,,Orthodox,1982-09-22
Paul Kelly,175.26,70.0,Orthodox,1984-09-12
Paul Redmond,177.8,,Orthodox,1986-10-20
Paul Rodriguez,170.18,,Orthodox,1975-05-18
Paul Sass,182.88,73.0,Orthodox,1988-08-04
Paul Taylor,182.88,72.0,Orthodox,1979-12-15
Paulo Costa,185.42,72.0,Orthodox,1991-04-21
Paulo Thiago,180.34,74.0,Orthodox,1981-01-25
Pawel Pawlak,182.88,73.0,Orthodox,1989-02-08
Payton Talbott,177.8,70.0,Switch,1998-09-09
Pearl Gonzalez,162.56,,Orthodox,1986-08-12
Pedro Falcao,167.64,66.0,Orthodox,1992-07-30
Pedro Munhoz,167.64,65.0,Orthodox,1986-09-07
Pedro Rizzo,185.42,,Orthodox,1974-05-03
Peggy Morgan,185.42,,,1979-12-16
Per Eklund,177.8,72.0,Orthodox,1980-11-12
Pete Rodriguez,175.26,71.0,Switch,1996-11-13
Pete Sell,180.34,75.0,Orthodox,1982-08-05
Pete Spratt,175.26,,Orthodox,1971-01-09
Pete Williams,190.5,,Orthodox,1975-07-10
Peter Barrett,177.8,73.0,Southpaw,1986-08-10
Peter Sobotta,182.88,75.0,Southpaw,1987-01-11
Petr Yan,170.18,67.0,Switch,1993-02-11
Phil Baroni,175.26,72.0,Orthodox,1976-04-16
Phil Davis,187.96,79.0,Orthodox,1984-09-25
Phil Harris,162.56,65.0,Orthodox,1983-09-04
Phil Hawes,182.88,77.0,Orthodox,1989-01-08
Phil Johns,157.48,,Southpaw,1968-10-22
Phil Rowe,190.5,80.0,Orthodox,1990-07-18
Philip De Fries,195.58,79.0,Orthodox,1986-04-21
Philipe Lins,187.96,78.0,Orthodox,1985-08-17
Phillip Miller,180.34,,Orthodox,1979-02-20
Phillipe Nover,175.26,72.0,Orthodox,1984-02-03
Piera Rodriguez,160.02,63.0,Orthodox,1992-11-11
Pingyuan Liu,167.64,72.0,Orthodox,1993-02-13
Piotr Hallmann,175.26,71.0,Orthodox,1987-08-25
Poliana Botelho,172.72,67.0,Orthodox,1988-12-15
Polyana Viana,165.1,67.0,Orthodox,1992-06-14
Preston Parsons,180.34,71.0,Orthodox,1995-07-15
Priscila Cachoeira,170.18,65.0,Orthodox,1988-08-19
Puja Tomar,162.56,59.0,Southpaw,1993-12-05
Punahele Soriano,180.34,72.0,Southpaw,1992-11-22
Quang Le,170.18,70.0,Orthodox,1991-10-18
Quillan Salkilld,182.88,75.0,Orthodox,1999-12-28
Quinn Mulhern,190.5,,Orthodox,1984-09-20
Quinton Jackson,185.42,73.0,Orthodox,1978-06-20
Rachael Ostovich,160.02,62.0,Orthodox,1991-02-25
Rafa Garcia,170.18,70.0,Orthodox,1994-08-05
Rafael Alves,172.72,68.0,Orthodox,1990-11-14
Rafael Cavalcante,185.42,74.0,Orthodox,1980-04-14
Rafael Cerqueira,190.5,76.0,Southpaw,1990-03-15
Rafael Dos Anjos,172.72,70.0,Southpaw,1984-10-26
Rafael Estevam,172.72,69.0,Orthodox,1996-08-10
Rafael Fiziev,172.72,71.0,Switch,1993-03-05
Rafael Natal,182.88,77.0,Orthodox,1982-12-25
Rafaello Oliveira,172.72,71.0,Orthodox,1982-01-26
Ramazan Emeev,177.8,76.0,Southpaw,1987-05-23
Ramazan Temirov,162.56,63.0,Orthodox,1997-01-31
Rameau Thierry Sokoudjou,177.8,78.0,Orthodox,1984-04-18
Ramiro Hernandez,175.26,,Orthodox,1986-07-22
Ramiz Brahimaj,177.8,72.0,Orthodox,1992-11-17
Ramon Taveras,172.72,70.0,Southpaw,1994-01-09
Ramona Pascual,170.18,66.0,Southpaw,1988-09-23
Ramsey Nijem,180.34,75.0,Orthodox,1988-04-01
Randa Markos,162.56,63.0,Orthodox,1985-08-10
Randy Brown,190.5,78.0,Orthodox,1990-07-08
Randy Costa,175.26,73.0,Switch,1994-07-06
Randy Couture,185.42,75.0,Orthodox,1963-06-22
Rani Yahya,167.64,67.0,Orthodox,1984-09-12
Raoni Barcelos,170.18,67.0,Orthodox,1987-05-01
Raphael Assuncao,165.1,66.0,Orthodox,1982-07-19
Raphael Pessoa,190.5,78.0,Orthodox,1989-03-09
Raquel Pennington,170.18,67.0,Orthodox,1988-09-05
Rashad Coulter,180.34,76.0,Orthodox,1981-11-27
Rashad Evans,182.88,75.0,Orthodox,1979-09-25
Rashid Magomedov,175.26,70.0,Orthodox,1984-11-29
Raul Rosas Jr.,175.26,67.0,Switch,2004-10-08
Raulian Paiva,172.72,69.0,Orthodox,1995-10-17
